x,y,huevos_predichos,categoria
229310.69057034393,2313228.1608498963,32.42904123505196,MEDIO
229560.69057034393,2313228.1608498963,32.74955491602283,MEDIO
222560.69057034393,2313478.1608498963,44.204870950813444,MUY ALTO
222810.69057034393,2313478.1608498963,43.392686199263586,MUY ALTO
223310.69057034393,2313478.1608498963,42.954879967813646,MUY ALTO
223560.69057034393,2313478.1608498963,42.50001798374039,MUY ALTO
223810.69057034393,2313478.1608498963,40.5128063341803,ALTO
224060.69057034393,2313478.1608498963,38.257323962076285,ALTO
224310.69057034393,2313478.1608498963,37.848125809101184,ALTO
224560.69057034393,2313478.1608498963,38.76333199239054,ALTO
224810.69057034393,2313478.1608498963,35.994132193369374,ALTO
225060.69057034393,2313478.1608498963,32.91997168247265,MEDIO
225310.69057034393,2313478.1608498963,30.39148818615911,MEDIO
225560.69057034393,2313478.1608498963,28.736181192530108,MEDIO
225810.69057034393,2313478.1608498963,28.17294485446916,MEDIO
226060.69057034393,2313478.1608498963,28.235217786583114,MEDIO
226310.69057034393,2313478.1608498963,29.07413143176986,MEDIO
226560.69057034393,2313478.1608498963,30.245466398907933,MEDIO
226810.69057034393,2313478.1608498963,31.585943371599623,MEDIO
227060.69057034393,2313478.1608498963,33.8619524102133,MEDIO
227310.69057034393,2313478.1608498963,37.4303246514136,ALTO
227560.69057034393,2313478.1608498963,29.872474134634913,MEDIO
227810.69057034393,2313478.1608498963,35.34149489233315,ALTO
228060.69057034393,2313478.1608498963,33.49056976742078,MEDIO
228310.69057034393,2313478.1608498963,32.63866134138055,MEDIO
229310.69057034393,2313478.1608498963,31.537633415845082,MEDIO
221310.69057034393,2313728.1608498963,47.303519268751764,MUY ALTO
221560.69057034393,2313728.1608498963,47.742574794554734,MUY ALTO
221810.69057034393,2313728.1608498963,47.63851773756403,MUY ALTO
222060.69057034393,2313728.1608498963,46.87843182525619,MUY ALTO
222560.69057034393,2313728.1608498963,44.38971625261041,MUY ALTO
222810.69057034393,2313728.1608498963,43.11595333343958,MUY ALTO
223310.69057034393,2313728.1608498963,41.28895216588048,ALTO
223560.69057034393,2313728.1608498963,40.251448948335614,ALTO
223810.69057034393,2313728.1608498963,36.86395706463039,ALTO
224060.69057034393,2313728.1608498963,31.80673832012925,MEDIO
224310.69057034393,2313728.1608498963,40.20309661743399,ALTO
224560.69057034393,2313728.1608498963,38.3835287096036,ALTO
224810.69057034393,2313728.1608498963,34.710615157526924,MEDIO
225060.69057034393,2313728.1608498963,31.062138418851468,MEDIO
225310.69057034393,2313728.1608498963,27.987434593671125,MEDIO
225560.69057034393,2313728.1608498963,25.960929038158355,BAJO
225810.69057034393,2313728.1608498963,25.934132040745403,BAJO
226060.69057034393,2313728.1608498963,26.776604756851594,BAJO
226310.69057034393,2313728.1608498963,27.96013073750226,MEDIO
226560.69057034393,2313728.1608498963,29.62799321130048,MEDIO
226810.69057034393,2313728.1608498963,30.99132411094625,MEDIO
227060.69057034393,2313728.1608498963,30.246178394277607,MEDIO
227310.69057034393,2313728.1608498963,29.14188197460171,MEDIO
227560.69057034393,2313728.1608498963,28.898403472347635,MEDIO
227810.69057034393,2313728.1608498963,35.166729662720364,ALTO
229310.69057034393,2313728.1608498963,31.397080961326907,MEDIO
221310.69057034393,2313978.1608498963,47.79306682866685,MUY ALTO
221560.69057034393,2313978.1608498963,48.5618501082728,MUY ALTO
221810.69057034393,2313978.1608498963,49.027328266020625,MUY ALTO
223560.69057034393,2313978.1608498963,40.14325177315564,ALTO
223810.69057034393,2313978.1608498963,39.75748898542745,ALTO
224060.69057034393,2313978.1608498963,42.40881630483773,MUY ALTO
224310.69057034393,2313978.1608498963,47.58139114778033,MUY ALTO
224560.69057034393,2313978.1608498963,39.86112392860913,ALTO
224810.69057034393,2313978.1608498963,33.73288723356823,MEDIO
225060.69057034393,2313978.1608498963,28.989400394451526,MEDIO
225310.69057034393,2313978.1608498963,24.57123737777357,BAJO
225560.69057034393,2313978.1608498963,33.662601535308205,MEDIO
225810.69057034393,2313978.1608498963,22.673323583006518,BAJO
226060.69057034393,2313978.1608498963,24.810447095647678,BAJO
226310.69057034393,2313978.1608498963,26.44141954912236,BAJO
226560.69057034393,2313978.1608498963,28.654487066783012,MEDIO
226810.69057034393,2313978.1608498963,31.717980994616795,MEDIO
227060.69057034393,2313978.1608498963,24.83597063342713,BAJO
227310.69057034393,2313978.1608498963,25.33339128376889,BAJO
227560.69057034393,2313978.1608498963,57.638882256083185,MUY ALTO
229310.69057034393,2313978.1608498963,31.34733129409131,MEDIO
221310.69057034393,2314228.1608498963,48.99563714449382,MUY ALTO
221560.69057034393,2314228.1608498963,49.855032678754405,MUY ALTO
221810.69057034393,2314228.1608498963,51.9373980828798,MUY ALTO
222060.69057034393,2314228.1608498963,53.28406271511347,MUY ALTO
223560.69057034393,2314228.1608498963,40.76802937318535,ALTO
223810.69057034393,2314228.1608498963,41.57884468966853,ALTO
224060.69057034393,2314228.1608498963,42.912913954657476,MUY ALTO
224310.69057034393,2314228.1608498963,46.29488904582554,MUY ALTO
224560.69057034393,2314228.1608498963,43.6221001728709,MUY ALTO
224810.69057034393,2314228.1608498963,31.679406405374866,MEDIO
225060.69057034393,2314228.1608498963,27.29254093122969,MEDIO
225310.69057034393,2314228.1608498963,24.907076120809187,BAJO
225560.69057034393,2314228.1608498963,22.076443667658413,BAJO
225810.69057034393,2314228.1608498963,18.235767318922278,MUY BAJO
226060.69057034393,2314228.1608498963,21.342222877596694,BAJO
226310.69057034393,2314228.1608498963,24.218142432011053,BAJO
226560.69057034393,2314228.1608498963,26.70476366539623,BAJO
226810.69057034393,2314228.1608498963,30.953066637931332,MEDIO
227060.69057034393,2314228.1608498963,44.44321992278675,MUY ALTO
227310.69057034393,2314228.1608498963,41.291269582867365,ALTO
227560.69057034393,2314228.1608498963,24.180169027189017,BAJO
227810.69057034393,2314228.1608498963,34.4947522509886,MEDIO
229060.69057034393,2314228.1608498963,31.32870506223539,MEDIO
229310.69057034393,2314228.1608498963,31.191338921100723,MEDIO
221060.69057034393,2314478.1608498963,45.26138829369943,MUY ALTO
221310.69057034393,2314478.1608498963,46.88495085369581,MUY ALTO
221560.69057034393,2314478.1608498963,50.14228280242744,MUY ALTO
221810.69057034393,2314478.1608498963,56.48836295671782,MUY ALTO
222060.69057034393,2314478.1608498963,70.88563637346584,MUY ALTO
222310.69057034393,2314478.1608498963,50.34321243133349,MUY ALTO
223560.69057034393,2314478.1608498963,41.766878442374654,ALTO
223810.69057034393,2314478.1608498963,45.14220698027412,MUY ALTO
224060.69057034393,2314478.1608498963,52.94493325335685,MUY ALTO
224310.69057034393,2314478.1608498963,44.67880317210679,MUY ALTO
224560.69057034393,2314478.1608498963,22.844112845448016,BAJO
224810.69057034393,2314478.1608498963,25.17821061829903,BAJO
225060.69057034393,2314478.1608498963,25.319825645468505,BAJO
225310.69057034393,2314478.1608498963,24.878788554880995,BAJO
225560.69057034393,2314478.1608498963,24.454695908528347,BAJO
225810.69057034393,2314478.1608498963,21.624870041719984,BAJO
226060.69057034393,2314478.1608498963,19.679585540232008,MUY BAJO
226310.69057034393,2314478.1608498963,20.51411037883705,MUY BAJO
226560.69057034393,2314478.1608498963,22.7964581511886,BAJO
226810.69057034393,2314478.1608498963,26.636151484923765,BAJO
227060.69057034393,2314478.1608498963,28.86982985766151,MEDIO
227310.69057034393,2314478.1608498963,32.77717107425841,MEDIO
227560.69057034393,2314478.1608498963,30.419671554295693,MEDIO
227810.69057034393,2314478.1608498963,31.47746031713345,MEDIO
228060.69057034393,2314478.1608498963,31.75872027926678,MEDIO
228560.69057034393,2314478.1608498963,31.475092961970766,MEDIO
229060.69057034393,2314478.1608498963,31.159056190845064,MEDIO
229310.69057034393,2314478.1608498963,30.979019976889223,MEDIO
220560.69057034393,2314728.1608498963,44.258101502642745,MUY ALTO
220810.69057034393,2314728.1608498963,43.807807167598995,MUY ALTO
221060.69057034393,2314728.1608498963,41.2612764528714,ALTO
221310.69057034393,2314728.1608498963,43.83484093006316,MUY ALTO
221560.69057034393,2314728.1608498963,49.236306695110805,MUY ALTO
221810.69057034393,2314728.1608498963,56.14950567727578,MUY ALTO
222060.69057034393,2314728.1608498963,44.94601774937523,MUY ALTO
222310.69057034393,2314728.1608498963,49.26289412721777,MUY ALTO
222560.69057034393,2314728.1608498963,46.22182989326835,MUY ALTO
223060.69057034393,2314728.1608498963,41.623968203768484,ALTO
223310.69057034393,2314728.1608498963,41.10550229144737,ALTO
223560.69057034393,2314728.1608498963,42.57793594168823,MUY ALTO
223810.69057034393,2314728.1608498963,48.91907397782669,MUY ALTO
224060.69057034393,2314728.1608498963,50.33789371200748,MUY ALTO
224310.69057034393,2314728.1608498963,44.47946094537052,MUY ALTO
224560.69057034393,2314728.1608498963,27.15148779152821,MEDIO
224810.69057034393,2314728.1608498963,23.128365170366354,BAJO
225060.69057034393,2314728.1608498963,28.137974419038425,MEDIO
225310.69057034393,2314728.1608498963,23.967355987352263,BAJO
225560.69057034393,2314728.1608498963,19.571273191838127,MUY BAJO
225810.69057034393,2314728.1608498963,26.138103240786343,BAJO
226060.69057034393,2314728.1608498963,6.697109077375836,MUY BAJO
226310.69057034393,2314728.1608498963,12.171982553752297,MUY BAJO
226560.69057034393,2314728.1608498963,15.192442687716662,MUY BAJO
226810.69057034393,2314728.1608498963,24.345488704871816,BAJO
227060.69057034393,2314728.1608498963,28.814655833083318,MEDIO
227310.69057034393,2314728.1608498963,22.66049750314673,BAJO
227560.69057034393,2314728.1608498963,18.109328687458717,MUY BAJO
227810.69057034393,2314728.1608498963,29.790363928934948,MEDIO
228060.69057034393,2314728.1608498963,31.516360996074116,MEDIO
228310.69057034393,2314728.1608498963,31.683671012795166,MEDIO
228560.69057034393,2314728.1608498963,31.58450482324813,MEDIO
228810.69057034393,2314728.1608498963,31.612164165330828,MEDIO
229060.69057034393,2314728.1608498963,31.462967836397528,MEDIO
229310.69057034393,2314728.1608498963,31.053354860421525,MEDIO
220560.69057034393,2314978.1608498963,43.713498482054575,MUY ALTO
220810.69057034393,2314978.1608498963,43.438634882010604,MUY ALTO
221060.69057034393,2314978.1608498963,42.74080633529294,MUY ALTO
221310.69057034393,2314978.1608498963,44.23486078675488,MUY ALTO
221560.69057034393,2314978.1608498963,47.34487293289796,MUY ALTO
221810.69057034393,2314978.1608498963,44.2103901047048,MUY ALTO
222060.69057034393,2314978.1608498963,41.572452556602784,ALTO
222310.69057034393,2314978.1608498963,46.97290024839337,MUY ALTO
222560.69057034393,2314978.1608498963,44.47539323341364,MUY ALTO
223060.69057034393,2314978.1608498963,41.077890380213745,ALTO
223310.69057034393,2314978.1608498963,40.69106607604104,ALTO
223560.69057034393,2314978.1608498963,41.95774944034641,ALTO
223810.69057034393,2314978.1608498963,48.02075878001498,MUY ALTO
224060.69057034393,2314978.1608498963,45.24706273355895,MUY ALTO
224310.69057034393,2314978.1608498963,50.52501714831719,MUY ALTO
224560.69057034393,2314978.1608498963,27.34494365884198,MEDIO
224810.69057034393,2314978.1608498963,23.35046069039605,BAJO
225060.69057034393,2314978.1608498963,21.326955094214153,BAJO
225310.69057034393,2314978.1608498963,23.274599423019794,BAJO
225560.69057034393,2314978.1608498963,16.460291775370166,MUY BAJO
225810.69057034393,2314978.1608498963,20.559158172632905,MUY BAJO
226060.69057034393,2314978.1608498963,15.759510684635,MUY BAJO
226310.69057034393,2314978.1608498963,16.88812872422961,MUY BAJO
226560.69057034393,2314978.1608498963,18.193127501326437,MUY BAJO
226810.69057034393,2314978.1608498963,17.943818515951985,MUY BAJO
227060.69057034393,2314978.1608498963,59.77338873846,MUY ALTO
227310.69057034393,2314978.1608498963,28.838076372410843,MEDIO
227560.69057034393,2314978.1608498963,28.683568997942672,MEDIO
227810.69057034393,2314978.1608498963,31.660894323576095,MEDIO
228060.69057034393,2314978.1608498963,32.48410658347726,MEDIO
229060.69057034393,2314978.1608498963,31.50989119037509,MEDIO
220310.69057034393,2315228.1608498963,42.96129993653773,MUY ALTO
220560.69057034393,2315228.1608498963,43.05498516871813,MUY ALTO
220810.69057034393,2315228.1608498963,43.487862816405816,MUY ALTO
221060.69057034393,2315228.1608498963,43.74715647622569,MUY ALTO
221310.69057034393,2315228.1608498963,43.96698688614051,MUY ALTO
221560.69057034393,2315228.1608498963,42.490763246017465,MUY ALTO
221810.69057034393,2315228.1608498963,40.74435488276945,ALTO
222060.69057034393,2315228.1608498963,41.227458125134305,ALTO
222310.69057034393,2315228.1608498963,42.06483510681655,MUY ALTO
222560.69057034393,2315228.1608498963,42.54347335054689,MUY ALTO
222810.69057034393,2315228.1608498963,41.74807601284578,ALTO
223060.69057034393,2315228.1608498963,40.62470330922255,ALTO
223310.69057034393,2315228.1608498963,39.95907165659432,ALTO
223560.69057034393,2315228.1608498963,40.129021656972014,ALTO
